province,empire,old_faith,new_faith,transition
11115,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
11266,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
11289,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
11333,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
11352,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
11490,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
11624,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
11629,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
11647,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
11691,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
11724,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
11847,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
11896,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
11897,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
11939,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
11978,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12029,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12041,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12059,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12091,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12139,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12150,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12266,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12352,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12512,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12514,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12582,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12612,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12623,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12640,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12678,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12756,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12786,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12912,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12964,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
12990,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
13093,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
13193,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
13282,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
13300,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
13357,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
13453,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
13620,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
13631,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
13652,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
13667,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
13715,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
13734,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
13780,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
13908,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14008,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14238,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14248,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14298,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14366,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14423,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14490,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14501,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14514,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14567,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14608,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14732,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14777,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14790,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14831,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14861,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14944,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14951,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14958,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14984,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
14987,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
15005,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
15031,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
15100,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
15115,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
15128,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
15134,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
15226,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
15240,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
15309,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
15317,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
